V1,MERCHANDISE,SPOSTMIN,DAYOFWEEK,DAYOFYEAR,WEEKOFYEAR,MONTHOFYEAR,HOLIDAYPX,HOLIDAYM,WDWEVENT,WDWRACE,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKEVENT,EPEVENT,HSEVENT,AKEVENT,INSESSION,INSESSION_ENROLLMENT,INSESSION_WDW,INSESSION_DLR,INSESSION_SQRT_WDW,INSESSION_SQRT_DLR,INSESSION_CALIFORNIA,INSESSION_DC,INSESSION_CENTRAL_FL,INSESSION_DRIVE1_FL,INSESSION_DRIVE2_FL,INSESSION_DRIVE_CA,INSESSION_FLORIDA,INSESSION_MARDI_GRAS,INSESSION_MIDWEST,INSESSION_NY_NJ,INSESSION_NY_NJ_PA,INSESSION_NEW_ENGLAND,INSESSION_NEW_JERSEY,INSESSION_NOTHWEST,INSESSION_PLANES,INSESSION_SOCAL,INSESSION_SOUTHWEST,MKEMHMORN,MKEMHMYEST,MKEMHMTOM,MKEMHEVE,MKHOURSEMH,MKHOURSEMHYEST,MKHOURSEMHTOM,MKEMHEYEST,MKEMHETOM,EPEMHMORN,EPEMHMYEST,EPEMHMTOM,EPEMHEVE,EPEMHEYEST,EPEMHETOM,EPHOURSEMH,EPHOURSEMHYEST,EPHOURSEMHTOM,HSEMHMORN,HSEMHMYEST,HSEMHMTOM,HSEMHEVE,HSEMHEYEST,HSEMHETOM,HSHOURSEMH,HSHOURSEMHYEST,HSHOURSEMHTOM,AKEMHMORN,AKEMHMYEST,AKEMHMTOM,AKEMHEVE,AKEMHEYEST,AKEMHETOM,AKHOURSEMH,AKHOURSEMHYEST,AKHOURSEMHTOM,MKHOURS,MKHOURSYEST,MKHOURSTOM,EPHOURS,EPHOURSYEST,EPHOURSTOM,HSHOURS,HSHOURSYEST,HSHOURSTOM,AKHOURS,AKHOURSYEST,AKHOURSTOM,MKDAYSBEFORENONEVENT,MKDAYSSINCENONEVENT,MKEVENTSTREAK,MKEVENTSTREAK_F,WDWMINTEMP_MEAN,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CAPACITYLOST_MK,CAPACITYLOST_EP,CAPACITYLOST_HS,CAPACITYLOST_AK,CAPACITYLOSTWGT_MK,CAPACITYLOSTWGT_EP,CAPACITYLOSTWGT_HS,CAPACITYLOSTWGT_AK,EP09CAPACITY,HS20CAPACITY,MKPRDDAY,MKPRDNGT,MKFIREWK,EPFIREWK,HSPRDDAY,HSFIREWK,HSSHWNGT,HSFIREWKS,AKPRDDAY,AKSHWNGT,HOLIDAY 0,HOLIDAY 1,SEASON 1,SEASON 2,SEASON 3,SEASON 4,SEASON 5,SEASON 6,SEASON 7,SEASON 8,SEASON 9,SEASON 10,SEASON 11,SEASON 12,SEASON 13,SEASON 14,SEASON 15,SEASON 16,SEASON 17,WDW_TICKET_SEASON 1,WDW_TICKET_SEASON 2,WDW_TICKET_SEASON 3,WDWSEASON 1,WDWSEASON 2,WDWSEASON 3,WDWSEASON 4,WDWSEASON 5,WDWSEASON 6,WDWSEASON 7,WDWSEASON 8,WDWSEASON 9,WDWSEASON 10,WDWSEASON 11,WDWSEASON 12,WDWSEASON 13,WDWSEASON 14,WDWSEASON 15,WDWSEASON 16,WDWSEASON 17
7447,894,-999,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7448,894,-999,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7449,894,5,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7450,894,30,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7451,894,55,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7452,894,60,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7453,894,45,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7454,894,30,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7455,894,25,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7456,894,25,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7457,894,10,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7458,894,10,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7459,894,5,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7460,894,5,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7461,894,5,5,136,19,5,5,0,0,0,81.77,70.7,76.24,0,1,0,0,95,99,100,99,99,99,99,100,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,1,0,0,0,13,13,14,13,13,13,12,12,12,12.5,12.5,12.5,13,12,13,1,1,0,0,67.806428571,88.1,67.8,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7462,1274,-999,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7463,1274,-999,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7464,1274,5,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7465,1274,55,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7466,1274,45,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7467,1274,45,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7468,1274,55,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7469,1274,50,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7470,1274,40,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7471,1274,35,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7472,1274,30,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7473,1274,40,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7474,1274,30,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7475,1274,25,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7476,1274,10,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7477,1274,10,6,137,19,5,6,0,0,0,84.8,69.39,77.1,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,1,0,0,0,14,13,16,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,1,0,1,0,0,0,14,13,14.5,13,13,16,12,12,12,12.5,12.5,12.5,13,13,13.5,1,1,0,0,67.507857143,88.3,68,0.08,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7478,1311,-999,7,138,19,5,7,0,0,0,81.09,70.04,75.57,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,1,0,0,16,14,13,0,0,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,12.5,12.5,13.5,1,1,1,0,0,0,14.5,14,14,16,13,13,12,12,12,12.5,12.5,12.5,13.5,13,13,2,1,0,0,68.735,88.5,68.3,0.12,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7479,1311,-999,7,138,19,5,7,0,0,0,81.09,70.04,75.57,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,1,0,0,16,14,13,0,0,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,12.5,12.5,13.5,1,1,1,0,0,0,14.5,14,14,16,13,13,12,12,12,12.5,12.5,12.5,13.5,13,13,2,1,0,0,68.735,88.5,68.3,0.12,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7480,1311,10,7,138,19,5,7,0,0,0,81.09,70.04,75.57,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,1,0,0,16,14,13,0,0,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,12.5,12.5,13.5,1,1,1,0,0,0,14.5,14,14,16,13,13,12,12,12,12.5,12.5,12.5,13.5,13,13,2,1,0,0,68.735,88.5,68.3,0.12,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7481,1311,15,7,138,19,5,7,0,0,0,81.09,70.04,75.57,0,1,0,0,94,97,99,99,98,98,99,86,100,100,98,99,100,97,100,100,100,100,100,100,97,0,99,0,1,0,0,16,14,13,0,0,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,12.5,12.5,13.5,1,1,1,0,0,0,14.5,14,14,16,13,13,12,12,12,12.5,12.5,12.5,13.5,13,13,2,1,0,0,68.735,88.5,68.3,0.12,11799,0,0,0,996101,0,0,0,2400,1000,1,0,1,1,0,1,1,1,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
