"","X","SPOSTMIN","DAYOFWEEK","WEEKOFYEAR","MONTHOFYEAR","HOLIDAYPX","HOLIDAYM","WDWEVENT","WDWRACE","WDWMAXTEMP","WDWMINTEMP","WDWMEANTEMP","EPEVENT","AKEVENT","INSESSION_ENROLLMENT","INSESSION_WDW","INSESSION_DLR","INSESSION_SQRT_WDW","INSESSION_SQRT_DLR","INSESSION_CALIFORNIA","INSESSION_DC","INSESSION_CENTRAL_FL","INSESSION_DRIVE1_FL","INSESSION_DRIVE2_FL","INSESSION_DRIVE_CA","INSESSION_FLORIDA","INSESSION_MARDI_GRAS","INSESSION_MIDWEST","INSESSION_NY_NJ","INSESSION_NY_NJ_PA","INSESSION_NEW_ENGLAND","INSESSION_NEW_JERSEY","INSESSION_NOTHWEST","INSESSION_PLANES","INSESSION_SOCAL","INSESSION_SOUTHWEST","MKEMHMORN","MKEMHMYEST","MKEMHMTOM","MKEMHEVE","MKHOURSEMH","MKHOURSEMHYEST","MKHOURSEMHTOM","MKEMHEYEST","MKEMHETOM","EPEMHMORN","EPEMHMYEST","EPEMHMTOM","EPEMHEVE","EPEMHEYEST","EPEMHETOM","EPHOURSEMH","EPHOURSEMHYEST","EPHOURSEMHTOM","HSEMHMORN","HSEMHMYEST","HSEMHMTOM","HSEMHEVE","HSEMHEYEST","HSEMHETOM","HSHOURSEMH","HSHOURSEMHYEST","HSHOURSEMHTOM","AKEMHMORN","AKEMHMYEST","AKEMHMTOM","AKEMHEVE","AKEMHEYEST","AKEMHETOM","AKHOURSEMH","AKHOURSEMHYEST","AKHOURSEMHTOM","MKHOURS","MKHOURSYEST","MKHOURSTOM","EPHOURS","EPHOURSYEST","EPHOURSTOM","HSHOURS","HSHOURSYEST","HSHOURSTOM","AKHOURS","AKHOURSYEST","AKHOURSTOM","MKDAYSBEFORENONEVENT","MKDAYSSINCENONEVENT","MKEVENTSTREAK","MKEVENTSTREAK_F","WDWMINTEMP_MEAN","WEATHER_WDWHIGH","WEATHER_WDWLOW","WEATHER_WDWPRECIP","CAPACITYLOST_MK","CAPACITYLOST_EP","CAPACITYLOST_HS","CAPACITYLOST_AK","CAPACITYLOSTWGT_MK","CAPACITYLOSTWGT_EP","CAPACITYLOSTWGT_HS","CAPACITYLOSTWGT_AK","EP09CAPACITY","HS20CAPACITY","MKPRDDAY","MKPRDNGT","MKFIREWK","EPFIREWK","HSPRDDAY","HSPRDDT1","HSPRDDN","HSFIREWK","HSSHWNGT","HSFIREWKS","AKPRDDAY","AKPRDDT2","AKFIREN","AKSHWNGT","HOLIDAY 0","HOLIDAY 1","SEASON 1","SEASON 3","SEASON 5","SEASON 7","SEASON 9","SEASON 10","SEASON 11","SEASON 12","SEASON 13","SEASON 14","SEASON 15","SEASON 16","SEASON 17","WDW_TICKET_SEASON 1","WDW_TICKET_SEASON 2","WDW_TICKET_SEASON 3","WDWSEASON 1","WDWSEASON 2","WDWSEASON 3","WDWSEASON 4","WDWSEASON 5","WDWSEASON 6","WDWSEASON 7","WDWSEASON 8","WDWSEASON 9","WDWSEASON 10","WDWSEASON 11","WDWSEASON 12","WDWSEASON 13","WDWSEASON 14","WDWSEASON 15","WDWSEASON 16","WDWSEASON 17"
"4438",4438,75,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4439",4439,25,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4440",4440,25,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4441",4441,15,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4442",4442,20,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4443",4443,20,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4444",4444,-999,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4445",4445,-999,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4446",4446,10,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4447",4447,10,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4448",4448,10,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4449",4449,15,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4450",4450,10,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4451",4451,5,3,43,10,8,0,0,0,80.35,67.56,73.96,1,0,99,100,99,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,97,0,99,0,0,0,0,10,14,16,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11.5,13,11.5,10,14,14,12,12,12,11,11,11,11.5,12,11.5,1,1,1,1,62.231428571,82.6,65.4,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4452",4452,-999,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4453",4453,35,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4454",4454,35,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4455",4455,45,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4456",4456,50,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4457",4457,40,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4458",4458,60,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4459",4459,40,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4460",4460,45,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4461",4461,30,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4462",4462,45,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4463",4463,30,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4464",4464,10,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4465",4465,35,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4466",4466,10,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4467",4467,5,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4468",4468,5,4,43,10,7,0,0,0,70.84,56.7,63.77,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,97,97,88,0,100,97,0,99,0,0,0,1,16,10,10,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,14,10,10,12,12,12,11,11,11,11.5,11.5,11.5,3,2,0,0,61.439285714,82.4,65.1,0.08,14199,0,0,0,1014501,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4469",4469,-999,5,43,10,6,0,0,0,72.57,52.49,62.53,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,100,100,100,100,100,93,0,99,0,0,1,0,10,16,12,1,0,1,0,0,0,0,0,13,12,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,10,14,11,12,12,13,11,11,11,11.5,11.5,11.5,2,1,1,2,62.792857143,82.2,64.8,0.07,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4470",4470,-999,5,43,10,6,0,0,0,72.57,52.49,62.53,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,100,100,100,100,100,93,0,99,0,0,1,0,10,16,12,1,0,1,0,0,0,0,0,13,12,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,10,14,11,12,12,13,11,11,11,11.5,11.5,11.5,2,1,1,2,62.792857143,82.2,64.8,0.07,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4471",4471,-999,5,43,10,6,0,0,0,72.57,52.49,62.53,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,100,100,100,100,100,93,0,99,0,0,1,0,10,16,12,1,0,1,0,0,0,0,0,13,12,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,10,14,11,12,12,13,11,11,11,11.5,11.5,11.5,2,1,1,2,62.792857143,82.2,64.8,0.07,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4472",4472,10,5,43,10,6,0,0,0,72.57,52.49,62.53,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,100,100,100,100,100,93,0,99,0,0,1,0,10,16,12,1,0,1,0,0,0,0,0,13,12,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,10,14,11,12,12,13,11,11,11,11.5,11.5,11.5,2,1,1,2,62.792857143,82.2,64.8,0.07,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4473",4473,45,5,43,10,6,0,0,0,72.57,52.49,62.53,1,0,99,100,98,99,98,98,100,100,100,100,99,100,100,100,100,100,100,100,100,93,0,99,0,0,1,0,10,16,12,1,0,1,0,0,0,0,0,13,12,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11.5,11.5,11.5,10,14,11,12,12,13,11,11,11,11.5,11.5,11.5,2,1,1,2,62.792857143,82.2,64.8,0.07,14199,0,0,0,1014501,0,0,0,2400,1500,1,2,1,1,0,NA,NA,1,1,1,0,NA,NA,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
